probe,EntrezGene.ID,probe.name,Alignment.score,Length.of.probe,NCBI.gene.symbol,HUGO.gene.symbol,Cytoband,Alternative.symbols,Description
211173_at,,,,,,,,,
211174_s_at,886,211174_s_at,11,11,CCKAR,CCKAR,4p15.1-p15.2,CCK-A|CCK1-R|CCKRA,cholecystokinin A receptor
211175_at,11250,211175_at,9,11,GPR45,GPR45,2q11.1-q12,PSP24|PSP24(ALPHA)|PSP24A,G protein-coupled receptor 45
211176_s_at,5078,211176_s_at,11,11,PAX4,PAX4,7q32,MGC129960,paired box gene 4
211177_s_at,10587,211177_s_at,11,11,TXNRD2,TXNRD2,22q11.21,SELZ|TR|TR-BETA|TR3|TRXR2,thioredoxin reductase 2
211178_s_at,9051,211178_s_at,11,11,PSTPIP1,PSTPIP1,15q24-q25.1,CD2BP1|CD2BP1L|CD2BP1S|H-PIP|PAPAS|PSTPIP,proline-serine-threonine phosphatase interacting protein 1
211179_at,,,,,,,,,
211180_x_at,861,211180_x_at,11,11,RUNX1,RUNX1,21q22.3,AML1|AML1-EVI-1|AMLCR1|CBFA2|EVI-1|PEBP2aB,runt-related transcription factor 1 (acute myeloid leukemia 1; aml1 oncogene)
211181_x_at,861,211181_x_at,9,11,RUNX1,RUNX1,21q22.3,AML1|AML1-EVI-1|AMLCR1|CBFA2|EVI-1|PEBP2aB,runt-related transcription factor 1 (acute myeloid leukemia 1; aml1 oncogene)
211182_x_at,861,211182_x_at,9,11,RUNX1,RUNX1,21q22.3,AML1|AML1-EVI-1|AMLCR1|CBFA2|EVI-1|PEBP2aB,runt-related transcription factor 1 (acute myeloid leukemia 1; aml1 oncogene)
211184_s_at,10083,211184_s_at,11,11,USH1C,USH1C,11p15.1-p14,AIE-75|DFNB18|NY-CO-37|NY-CO-38|PDZ-45|PDZ-73|PDZ-73/NY-CO-38|PDZ73|ush1cpst,"Usher syndrome 1C (autosomal recessive, severe)"
211185_s_at,23451,211185_s_at,11,11,SF3B1,SF3B1,2q33.1,PRP10|PRPF10|SAP155|SF3b155,"splicing factor 3b, subunit 1, 155kDa"
211186_s_at,22848,211186_s_at,11,11,AAK1,AAK1,2p24.3-p14,KIAA1048|MGC138170,AP2 associated kinase 1
211187_at,,,,,,,,,
211188_at,,,,,,,,,
211189_x_at,8832,211189_x_at,8,11,CD84,CD84,1q24,DKFZp781E2378|LY9B|SLAMF5|hCD84|mCD84,CD84 molecule
211190_x_at,8832,211190_x_at,10,11,CD84,CD84,1q24,DKFZp781E2378|LY9B|SLAMF5|hCD84|mCD84,CD84 molecule
211191_at,,,,,,,,,
211192_s_at,8832,211192_s_at,11,11,CD84,CD84,1q24,DKFZp781E2378|LY9B|SLAMF5|hCD84|mCD84,CD84 molecule
211193_at,,,,,,,,,
211194_s_at,8626,211194_s_at,11,11,TP73L,TP73L,3q28,B(p51A)|B(p51B)|EEC3|KET|LMS|OFC8|RHS|SHFM4|TP63|p51|p63|p73H|p73L,tumor protein p73-like
211195_s_at,8626,211195_s_at,11,11,TP73L,TP73L,3q28,B(p51A)|B(p51B)|EEC3|KET|LMS|OFC8|RHS|SHFM4|TP63|p51|p63|p73H|p73L,tumor protein p73-like
211196_at,,,,,,,,,
211197_s_at,23308,211197_s_at,11,11,ICOSLG,ICOSLG,21q22.3,B7-H2|B7H2|B7RP-1|B7RP1|CD275|GL50|ICOS-L|ICOSL|KIAA0653|LICOS,inducible T-cell co-stimulator ligand
211198_s_at,23308,211198_s_at,11,11,ICOSLG,ICOSLG,21q22.3,B7-H2|B7H2|B7RP-1|B7RP1|CD275|GL50|ICOS-L|ICOSL|KIAA0653|LICOS,inducible T-cell co-stimulator ligand
211199_s_at,23308,211199_s_at,11,11,ICOSLG,ICOSLG,21q22.3,B7-H2|B7H2|B7RP-1|B7RP1|CD275|GL50|ICOS-L|ICOSL|KIAA0653|LICOS,inducible T-cell co-stimulator ligand
211200_s_at,84288,211200_s_at,11,11,EFCAB2,EFCAB2,1q44,FLJ33608|MGC12458|RP11-290P14.1,EF-hand calcium binding domain 2
211201_at,2492,211201_at,10,11,FSHR,FSHR,2p21-p16,FSHRO|LGR1|MGC141667|MGC141668|ODG1,follicle stimulating hormone receptor
211202_s_at,10765,211202_s_at,11,11,JARID1B,JARID1B,1q32.1,FLJ10538|FLJ12459|FLJ12491|FLJ16281|FLJ23670|PLU-1|PUT1|RBBP2H1A,"jumonji, AT rich interactive domain 1B"
211203_s_at,1272,211203_s_at,10,11,CNTN1,CNTN1,12q11-q12,F3|GP135,contactin 1
211204_at,,,,,,,,,
211205_x_at,8394,211205_x_at,10,11,PIP5K1A,PIP5K1A,1q22-q24,,"phosphatidylinositol-4-phosphate 5-kinase, type I, alpha"
211207_s_at,23305,211207_s_at,11,11,ACSL6,ACSL6,5q31,ACS2|FACL6|FLJ16173|KIAA0837|LACS2|LACS5,acyl-CoA synthetase long-chain family member 6
211208_s_at,,,,,,,,,
211209_x_at,4068,211209_x_at,10,11,SH2D1A,SH2D1A,Xq25-q26,DSHP|EBVS|IMD5|LYP|MTCP1|SAP|XLP|XLPD,"SH2 domain protein 1A, Duncan's disease (lymphoproliferative syndrome)"
211210_x_at,4068,211210_x_at,11,11,SH2D1A,SH2D1A,Xq25-q26,DSHP|EBVS|IMD5|LYP|MTCP1|SAP|XLP|XLPD,"SH2 domain protein 1A, Duncan's disease (lymphoproliferative syndrome)"
211211_x_at,4068,211211_x_at,10,11,SH2D1A,SH2D1A,Xq25-q26,DSHP|EBVS|IMD5|LYP|MTCP1|SAP|XLP|XLPD,"SH2 domain protein 1A, Duncan's disease (lymphoproliferative syndrome)"
211212_s_at,5001,211212_s_at,11,11,ORC5L,ORC5L,7q22.1,ORC5|ORC5P|ORC5T,"origin recognition complex, subunit 5-like (yeast)"
211213_at,5001,211213_at,11,11,ORC5L,ORC5L,7q22.1,ORC5|ORC5P|ORC5T,"origin recognition complex, subunit 5-like (yeast)"
211214_s_at,1612,211214_s_at,11,11,DAPK1,DAPK1,9q34.1,DAPK|DKFZp781I035,death-associated protein kinase 1
211215_x_at,1734,211215_x_at,11,11,DIO2,DIO2,14q24.2-q24.3,5DII|D2|SelY|TXDI2,"deiodinase, iodothyronine, type II"
211217_s_at,3784,211217_s_at,11,11,KCNQ1,KCNQ1,11p15.5,ATFB1|FLJ26167|JLNS1|KCNA8|KCNA9|KVLQT1|Kv1.9|Kv7.1|LQT|LQT1|RWS|SQT2|WRS,"potassium voltage-gated channel, KQT-like subfamily, member 1"
211218_at,,,,,,,,,
211219_s_at,9355,211219_s_at,11,11,LHX2,LHX2,9q33-q34.1,LH2|MGC138390|hLhx2,LIM homeobox 2
211220_s_at,3298,211220_s_at,11,11,HSF2,HSF2,6q22.31,MGC117376|MGC156196|MGC75048,heat shock transcription factor 2
211221_at,10474,211221_at,11,11,TADA3L,TADA3L,3p25.3,ADA3|FLJ20221|FLJ21329|hADA3,"transcriptional adaptor 3 (NGG1 homolog, yeast)-like"
211222_s_at,9001,211222_s_at,11,11,HAP1,HAP1,17q21.2-q21.3,HAP2|HIP5|HLP|hHLP1,huntingtin-associated protein 1 (neuroan 1)
211223_at,5626,211223_at,11,11,PROP1,PROP1,5q35.3,,"prophet of Pit1, paired-like homeodomain transcription factor"
211224_s_at,8647,211224_s_at,11,11,ABCB11,ABCB11,2q24,ABC16|BSEP|PFIC-2|PFIC2|PGY4|SPGP,"ATP-binding cassette, sub-family B (MDR/TAP), member 11"
211225_at,2527,211225_at,11,11,FUT5,FUT5,19p13.3,FUC-TV,"fucosyltransferase 5 (alpha (1,3) fucosyltransferase)"
211226_at,8811,211226_at,11,11,GALR2,GALR2,17q25.3,GALNR2|MGC125983|MGC125984,galanin receptor 2
211227_s_at,,,,,,,,,
211228_s_at,5884,211228_s_at,11,11,RAD17,RAD17,5q13,CCYC|HRAD17|R24L|RAD17Sp|Rad24,RAD17 homolog (S. pombe)
211230_s_at,5293,211230_s_at,11,11,PIK3CD,PIK3CD,1p36.2,p110D,"phosphoinositide-3-kinase, catalytic, delta polypeptide"
211231_x_at,,,,,,,,,
211232_x_at,2740,211232_x_at,10,11,GLP1R,GLP1R,6p21,MGC138331,glucagon-like peptide 1 receptor
211233_x_at,2099,211233_x_at,11,11,ESR1,ESR1,6q25.1,DKFZp686N23123|ER|ESR|ESRA|Era|NR3A1,estrogen receptor 1
211234_x_at,2099,211234_x_at,11,11,ESR1,ESR1,6q25.1,DKFZp686N23123|ER|ESR|ESRA|Era|NR3A1,estrogen receptor 1
211235_s_at,2099,211235_s_at,11,11,ESR1,ESR1,6q25.1,DKFZp686N23123|ER|ESR|ESRA|Era|NR3A1,estrogen receptor 1
211237_s_at,2264,211237_s_at,11,11,FGFR4,FGFR4,5q35.1-qter,CD334|JTK2|MGC20292|TKF,fibroblast growth factor receptor 4
211238_at,8756,211238_at,11,11,ADAM7,ADAM7,8p21.2,EAPI|GP-83,ADAM metallopeptidase domain 7
211239_s_at,8756,211239_s_at,11,11,ADAM7,ADAM7,8p21.2,EAPI|GP-83,ADAM metallopeptidase domain 7
211240_x_at,1500,211240_x_at,10,11,CTNND1,CTNND1,11q11,CAS|CTNND|KIAA0384|P120CAS|P120CTN|p120,"catenin (cadherin-associated protein), delta 1"
211241_at,,,,,,,,,
211242_x_at,3805,211242_x_at,10,11,KIR2DL4,KIR2DL4,19q13.4,103AS|15.212|CD158D|KIR103|KIR103AS,"killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 4"
211245_x_at,3805,211245_x_at,9,11,KIR2DL4,KIR2DL4,19q13.4,103AS|15.212|CD158D|KIR103|KIR103AS,"killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 4"
211248_s_at,8646,211248_s_at,11,11,CHRD,CHRD,3q27,MGC133038,chordin
211249_at,8111,211249_at,11,11,GPR68,GPR68,14q31,MGC111379|OGR1,G protein-coupled receptor 68
211250_s_at,6452,211250_s_at,11,11,SH3BP2,SH3BP2,4p16.3,CRBM|CRPM|FLJ42079|RES4-23,SH3-domain binding protein 2
211251_x_at,4802,211251_x_at,10,11,NFYC,NFYC,1p32|1p32,CBF-C|CBFC|DKFZp667G242|FLJ45775|H1TF2A|HAP5|HSM|NF-YC|hCBF-C,"nuclear transcription factor Y, gamma"
211252_x_at,171558,211252_x_at,9,11,PTCRA,PTCRA,6p21.3,PT-ALPHA|PTA,pre T-cell antigen receptor alpha
211253_x_at,5697,211253_x_at,4,11,PYY,PYY,17q21.1,PYY1,peptide YY
211254_x_at,6005,211254_x_at,9,11,RHAG,RHAG,6p21.1-p11,CD241|RH2|RH50A|Rh50|Rh50 GP,Rh-associated glycoprotein
211255_x_at,9191,211255_x_at,8,11,DEDD,DEDD,1q23.3,CASP8IP1|DEDD1|DEFT|FLDED1|KE05,death effector domain containing
211256_x_at,11120,211256_x_at,8,11,BTN2A1,BTN2A1,6p22.1,BK14H9.1|BT2.1|BTF1|DJ3E1.1|FLJ36567,"butyrophilin, subfamily 2, member A1"
211257_x_at,27332,211257_x_at,10,11,ZNF638,ZNF638,2p13.2-p13.1,DKFZp686P1231|MGC26130|MGC90196|NP220|ZFML|Zfp638,zinc finger protein 638
211258_s_at,7039,211258_s_at,11,11,TGFA,TGFA,2p13,TFGA,"transforming growth factor, alpha"
211259_s_at,655,211259_s_at,11,11,BMP7,BMP7,20q13,OP-1,bone morphogenetic protein 7 (osteogenic protein 1)
211260_at,,,,,,,,,
211261_at,,,,,,,,,
211262_at,5046,211262_at,11,11,PCSK6,PCSK6,15q26.3,PACE4|SPC4,proprotein convertase subtilisin/kexin type 6
211263_s_at,5046,211263_s_at,8,11,PCSK6,PCSK6,15q26.3,PACE4|SPC4,proprotein convertase subtilisin/kexin type 6
211264_at,,,,,,,,,
211265_at,,,,,,,,,
211266_s_at,2828,211266_s_at,11,11,GPR4,GPR4,19q13.3,,G protein-coupled receptor 4
211267_at,8820,211267_at,10,11,HESX1,HESX1,3p21.2-p21.1,MGC138294|RPX,"homeobox, ES cell expressed 1"
211269_s_at,3559,211269_s_at,11,11,IL2RA,IL2RA,10p15-p14,CD25|IDDM10|IL2R|TCGFR,"interleukin 2 receptor, alpha"
211270_x_at,5725,211270_x_at,10,11,PTBP1,PTBP1,19p13.3,HNRNPI|HNRPI|MGC10830|MGC8461|PTB|PTB-1|PTB-T|PTB2|PTB3|PTB4|pPTB,polypyrimidine tract binding protein 1
211271_x_at,5725,211271_x_at,11,11,PTBP1,PTBP1,19p13.3,HNRNPI|HNRPI|MGC10830|MGC8461|PTB|PTB-1|PTB-T|PTB2|PTB3|PTB4|pPTB,polypyrimidine tract binding protein 1
211272_s_at,1606,211272_s_at,11,11,DGKA,DGKA,12q13.3,DAGK|DAGK1|DGK-alpha|MGC12821|MGC42356,"diacylglycerol kinase, alpha 80kDa"
211273_s_at,6899,211273_s_at,11,11,TBX1,TBX1,22q11.21,CAFS|CTHM|DGCR|DGS|DORV|TBX1C|TGA|VCFS,T-box 1
211274_at,6899,211274_at,11,11,TBX1,TBX1,22q11.21,CAFS|CTHM|DGCR|DGS|DORV|TBX1C|TGA|VCFS,T-box 1
211275_s_at,2992,211275_s_at,11,11,GYG1,GYG1,3q24-q25.1,GYG,glycogenin 1
211276_at,140597,211276_at,11,11,TCEAL2,TCEAL2,Xq22.1-q22.3,MY0876G05|my048,transcription elongation factor A (SII)-like 2
211277_x_at,351,211277_x_at,6,11,APP,APP,21q21.2|21q21.3,AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN2,"amyloid beta (A4) precursor protein (peptidase nexin-II, Alzheimer disease)"
211279_at,4899,211279_at,6,11,NRF1,NRF1,7q32,ALPHA-PAL,nuclear respiratory factor 1
211280_s_at,4899,211280_s_at,11,11,NRF1,NRF1,7q32,ALPHA-PAL,nuclear respiratory factor 1
211282_x_at,8718,211282_x_at,11,11,TNFRSF25,TNFRSF25,1p36.2,APO-3|DDR3|DR3|LARD|TNFRSF12|TR3|TRAMP|WSL-1|WSL-LR,"tumor necrosis factor receptor superfamily, member 25"
211284_s_at,2896,211284_s_at,11,11,GRN,GRN,17q21.32,GEP|GP88|PCDGF|PEPI|PGRN,granulin
211285_s_at,7337,211285_s_at,11,11,UBE3A,UBE3A,15q11-q13,ANCR|AS|E6-AP|EPVE6AP|FLJ26981|HPVE6A,"ubiquitin protein ligase E3A (human papilloma virus E6-associated protein, Angelman syndrome)"
211286_x_at,1438,211286_x_at,10,11,CSF2RA,CSF2RA,Xp22.32 and Yp11.3,CD116|CDw116|CSF2R|CSF2RAX|CSF2RAY|CSF2RX|CSF2RY|GM-CSF-R-alpha|GMCSFR|GMR|MGC3848|MGC4838,"colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)"
211287_x_at,1438,211287_x_at,6,11,CSF2RA,CSF2RA,Xp22.32 and Yp11.3,CD116|CDw116|CSF2R|CSF2RAX|CSF2RAY|CSF2RX|CSF2RY|GM-CSF-R-alpha|GMCSFR|GMR|MGC3848|MGC4838,"colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)"
211289_x_at,,,,,,,,,
211295_x_at,,,,,,,,,
211296_x_at,7316,211296_x_at,11,11,UBC,UBC,12q24.3,HMG20,ubiquitin C
211297_s_at,1022,211297_s_at,11,11,CDK7,CDK7,5q12.1,CAK1|CDKN7|STK1|p39MO15,"cyclin-dependent kinase 7 (MO15 homolog, Xenopus laevis, cdk-activating kinase)"
211298_s_at,213,211298_s_at,11,11,ALB,ALB,4q11-q13,DKFZp779N1935|PRO0883|PRO0903|PRO1341,albumin
211299_s_at,2319,211299_s_at,11,11,FLOT2,FLOT2,17q11-q12,ECS-1|ECS1|ESA|ESA1|M17S1,flotillin 2
211300_s_at,7157,211300_s_at,11,11,TP53,TP53,17p13.1,LFS1|TRP53|p53,tumor protein p53 (Li-Fraumeni syndrome)
211301_at,3752,211301_at,10,11,KCND3,KCND3,1p13.3,KCND3L|KCND3S|KSHIVB|KV4.3|MGC142035|MGC142037,"potassium voltage-gated channel, Shal-related subfamily, member 3"
211302_s_at,5142,211302_s_at,11,11,PDE4B,PDE4B,1p31,DKFZp686F2182|DPDE4|MGC126529|PDEIVB,"phosphodiesterase 4B, cAMP-specific (phosphodiesterase E4 dunce homolog, Drosophila)"
211303_x_at,,,,,,,,,
211304_x_at,3762,211304_x_at,2,11,KCNJ5,KCNJ5,11q24,CIR|GIRK4|KATP1|KIR3.4,"potassium inwardly-rectifying channel, subfamily J, member 5"
211305_x_at,2204,211305_x_at,5,11,FCAR,FCAR,19q13.2-q13.4,CD89,"Fc fragment of IgA, receptor for"
211306_s_at,2204,211306_s_at,6,11,FCAR,FCAR,19q13.2-q13.4,CD89,"Fc fragment of IgA, receptor for"
211307_s_at,2204,211307_s_at,11,11,FCAR,FCAR,19q13.2-q13.4,CD89,"Fc fragment of IgA, receptor for"
211310_at,,,,,,,,,
211312_s_at,8840,211312_s_at,11,11,WISP1,WISP1,8q24.1-q24.3,CCN4|WISP1c|WISP1i|WISP1tc,WNT1 inducible signaling pathway protein 1
211313_s_at,,,,,,,,,
211314_at,8913,211314_at,10,11,CACNA1G,CACNA1G,17q22,Ca(V)T.1|MGC117234|NBR13,"calcium channel, voltage-dependent, alpha 1G subunit"
211315_s_at,8913,211315_s_at,11,11,CACNA1G,CACNA1G,17q22,Ca(V)T.1|MGC117234|NBR13,"calcium channel, voltage-dependent, alpha 1G subunit"
211316_x_at,8837,211316_x_at,9,11,CFLAR,CFLAR,2q33-q34,CASH|CASP8AP1|CLARP|Casper|FLAME|FLAME-1|FLIP|I-FLICE|MRIT|USURPIN|c-FLIP|c-FLIPL|c-FLIPR|c-FLIPS,CASP8 and FADD-like apoptosis regulator
211317_s_at,8837,211317_s_at,11,11,CFLAR,CFLAR,2q33-q34,CASH|CASP8AP1|CLARP|Casper|FLAME|FLAME-1|FLIP|I-FLICE|MRIT|USURPIN|c-FLIP|c-FLIPL|c-FLIPR|c-FLIPS,CASP8 and FADD-like apoptosis regulator
211318_s_at,8480,211318_s_at,11,11,RAE1,RAE1,20q13.31,FLJ30608|MGC117333|MGC126076|MGC126077|MIG14|MRNP41|Mnrp41|dJ481F12.3|dJ800J21.1,RAE1 RNA export 1 homolog (S. pombe)
211319_at,,,,,,,,,
211320_s_at,10076,211320_s_at,11,11,PTPRU,PTPRU,1p35.3-p35.1,FLJ37530|FMI|GLEPP1|PCP-2|PTP|PTP-J|PTP-PI|PTPPSI|PTPRO|PTPU2|R-PTP-PSI|hPTP-J,"protein tyrosine phosphatase, receptor type, U"
211322_s_at,1757,211322_s_at,11,11,SARDH,SARDH,9q33-q34,DMGDHL1|FLJ36475|SAR|SARD|SDH,sarcosine dehydrogenase
211323_s_at,3708,211323_s_at,11,11,ITPR1,ITPR1,3p26-p25,IP3R|IP3R1|Insp3r1,"inositol 1,4,5-triphosphate receptor, type 1"
211324_s_at,84220,211324_s_at,11,11,RGPD5,RGPD5,2q13,BS-63|DKFZp686I1842|RGP5,RANBP2-like and GRIP domain containing 5
211325_x_at,11034,211325_x_at,2,11,DSTN,DSTN,20p12.1,ACTDP|ADF|bA462D18.2,destrin (actin depolymerizing factor)
211326_x_at,3077,211326_x_at,6,11,HFE,HFE,6p21.3,HFE1|HH|HLA-H|MGC103790|dJ221C16.10.1,hemochromatosis
211327_x_at,3077,211327_x_at,11,11,HFE,HFE,6p21.3,HFE1|HH|HLA-H|MGC103790|dJ221C16.10.1,hemochromatosis
211328_x_at,3077,211328_x_at,7,11,HFE,HFE,6p21.3,HFE1|HH|HLA-H|MGC103790|dJ221C16.10.1,hemochromatosis
211329_x_at,3077,211329_x_at,11,11,HFE,HFE,6p21.3,HFE1|HH|HLA-H|MGC103790|dJ221C16.10.1,hemochromatosis
211330_s_at,3077,211330_s_at,11,11,HFE,HFE,6p21.3,HFE1|HH|HLA-H|MGC103790|dJ221C16.10.1,hemochromatosis
211331_x_at,3077,211331_x_at,8,11,HFE,HFE,6p21.3,HFE1|HH|HLA-H|MGC103790|dJ221C16.10.1,hemochromatosis
211332_x_at,3077,211332_x_at,10,11,HFE,HFE,6p21.3,HFE1|HH|HLA-H|MGC103790|dJ221C16.10.1,hemochromatosis
211333_s_at,356,211333_s_at,11,11,FASLG,FASLG,1q23,APT1LG1|CD178|CD95L|FASL|TNFSF6,"Fas ligand (TNF superfamily, member 6)"
211334_at,,,,,,,,,
211336_x_at,10859,211336_x_at,10,11,LILRB1,LILRB1,19q13.4,CD85|CD85J|FLJ37515|ILT2|LIR-1|LIR1|MIR-7|MIR7,"leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1"
211337_s_at,27229,211337_s_at,11,11,76P,,15q15,GCP4,gamma tubulin ring complex protein (76p gene)
211338_at,3440,211338_at,10,11,IFNA2,IFNA2,9p22,IFNA|INFA2|MGC125764|MGC125765,"interferon, alpha 2"
211339_s_at,3702,211339_s_at,11,11,ITK,ITK,5q31-q32,EMT|LYK|MGC126257|MGC126258|PSCTK2,IL2-inducible T-cell kinase
211340_s_at,4162,211340_s_at,11,11,MCAM,MCAM,11q23.3,CD146|MUC18,melanoma cell adhesion molecule
211341_at,5457,211341_at,11,11,POU4F1,POU4F1,13q31.1,BRN3A|FLJ13449|Oct-T1|RDC-1,"POU domain, class 4, transcription factor 1"
211342_x_at,9968,211342_x_at,11,11,MED12,MED12,Xq13,CAGH45|HOPA|KIAA0192|OPA1|TNRC11|TRAP230,"mediator of RNA polymerase II transcription, subunit 12 homolog (S. cerevisiae)"
211343_s_at,1305,211343_s_at,11,11,COL13A1,COL13A1,10q22,,"collagen, type XIII, alpha 1"
211345_x_at,1937,211345_x_at,11,11,EEF1G,EEF1G,11q12.3,EF1G|GIG35,eukaryotic translation elongation factor 1 gamma
211347_at,,,,,,,,,
211348_s_at,,,,,,,,,
211349_at,,,,,,,,,
211350_s_at,,,,,,,,,
211351_at,,,,,,,,,
211352_s_at,8202,211352_s_at,11,11,NCOA3,NCOA3,20q12,ACTR|AIB-1|AIB1|CAGH16|CTG26|MGC141848|RAC3|SRC-1|SRC3|TNRC14|TNRC16|TRAM-1|pCIP,nuclear receptor coactivator 3
211353_at,26103,211353_at,11,11,LRRC21,LRRC21,10q23,DKFZP434K091|PAL,leucine rich repeat containing 21
211354_s_at,3953,211354_s_at,11,11,LEPR,LEPR,1p31,CD295|OBR,leptin receptor
211355_x_at,3953,211355_x_at,11,11,LEPR,LEPR,1p31,CD295|OBR,leptin receptor
211356_x_at,3953,211356_x_at,11,11,LEPR,LEPR,1p31,CD295|OBR,leptin receptor
211357_s_at,229,211357_s_at,11,11,ALDOB,ALDOB,9q21.3-q22.2,,"aldolase B, fructose-bisphosphate"
211358_s_at,25792,211358_s_at,11,11,CIZ1,CIZ1,9q34.1,LSFR1|ZNF356,CDKN1A interacting zinc finger protein 1
211359_s_at,4988,211359_s_at,11,11,OPRM1,OPRM1,6q24-q25,KIAA0403|MOR1|OPRM,"opioid receptor, mu 1"
211360_s_at,3709,211360_s_at,10,11,ITPR2,ITPR2,12p11,IP3R2,"inositol 1,4,5-triphosphate receptor, type 2"
211361_s_at,5275,211361_s_at,11,11,SERPINB13,SERPINB13,18q21.3-q22,HUR7|MGC126870|PI13|headpin,"serpin peptidase inhibitor, clade B (ovalbumin), member 13"
211362_s_at,5275,211362_s_at,11,11,SERPINB13,SERPINB13,18q21.3-q22,HUR7|MGC126870|PI13|headpin,"serpin peptidase inhibitor, clade B (ovalbumin), member 13"
211363_s_at,4507,211363_s_at,11,11,MTAP,MTAP,9p21,MSAP|c86fus,methylthioadenosine phosphorylase
211364_at,,,,,,,,,
211365_s_at,56146,211365_s_at,11,11,PCDHA2,PCDHA2,5q31,PCDH-ALPHA2,protocadherin alpha 2
211366_x_at,834,211366_x_at,11,11,CASP1,CASP1,11q23,ICE|IL1BC|P45,"caspase 1, apoptosis-related cysteine peptidase (interleukin 1, beta, convertase)"
211367_s_at,834,211367_s_at,11,11,CASP1,CASP1,11q23,ICE|IL1BC|P45,"caspase 1, apoptosis-related cysteine peptidase (interleukin 1, beta, convertase)"
211368_s_at,834,211368_s_at,11,11,CASP1,CASP1,11q23,ICE|IL1BC|P45,"caspase 1, apoptosis-related cysteine peptidase (interleukin 1, beta, convertase)"
211369_at,,,,,,,,,
211370_s_at,5607,211370_s_at,11,11,MAP2K5,MAP2K5,15q23,HsT17454|MAPKK5|MEK5|PRKMK5,mitogen-activated protein kinase kinase 5
211371_at,,,,,,,,,
211372_s_at,7850,211372_s_at,11,11,IL1R2,IL1R2,2q12-q22,CD121b|IL1RB|MGC47725,"interleukin 1 receptor, type II"
211373_s_at,5664,211373_s_at,11,11,PSEN2,PSEN2,1q31-q42,AD3L|AD4|PS2|STM2,presenilin 2 (Alzheimer disease 4)
211374_x_at,3949,211374_x_at,1,11,LDLR,LDLR,19p13.3,FH|FHC,low density lipoprotein receptor (familial hypercholesterolemia)
211375_s_at,3609,211375_s_at,10,11,ILF3,ILF3,19p13.2,DRBF|DRBP76|MMP4|MPHOSPH4|MPP4|NF-AT-90|NF90|NFAR|NFAR-1|TCP80,"interleukin enhancer binding factor 3, 90kDa"
211376_s_at,54780,211376_s_at,11,11,NSMCE4A,NSMCE4A,10q26.13,3|C10orf86|FLJ20003|NSE4A|RP11-500G22.3|bA500G22|bA500G22.3,non-SMC element 4 homolog A (S. cerevisiae)
211377_x_at,4613,211377_x_at,11,11,MYCN,MYCN,2p24.1,MODED|N-myc|NMYC|ODED,"v-myc myelocytomatosis viral related oncogene, neuroblastoma derived (avian)"
211378_x_at,5478,211378_x_at,10,11,PPIA,PPIA,7p13,CYPA|CYPH|MGC117158|MGC12404|MGC23397,peptidylprolyl isomerase A (cyclophilin A)
211379_x_at,8706,211379_x_at,8,11,B3GALNT1,B3GALNT1,3q25,B3GALT3|GLCT3|GLOB|Gb4Cer|P|P1|beta3Gal-T3|galT3,"beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)"
211380_s_at,5592,211380_s_at,11,11,PRKG1,PRKG1,10q11.2,CGKI|FLJ36117|MGC71944|PGK|PRKG1B|PRKGR1B|cGKI-BETA|cGKI-alpha,"protein kinase, cGMP-dependent, type I"
211381_x_at,10407,211381_x_at,11,11,SPAG11,SPAG11,8p23-p22,EP2|EP2C|EP2D|HE2|HE2C|MGC61846,sperm associated antigen 11
211382_s_at,10579,211382_s_at,11,11,TACC2,TACC2,10q26,AZU-1|ECTACC,"transforming, acidic coiled-coil containing protein 2"
211383_s_at,22884,211383_s_at,11,11,WDR37,WDR37,10p15.3,FLJ40354|KIAA0982|RP11-529L18.2,WD repeat domain 37
211384_s_at,846,211384_s_at,11,11,CASR,CASR,3q13,CAR|FHH|FIH|GPRC2A|HHC|HHC1|MGC138441|NSHPT|PCAR1,"calcium-sensing receptor (hypocalciuric hypercalcemia 1, severe neonatal hyperparathyroidism)"
211385_x_at,6799,211385_x_at,11,11,SULT1A2,SULT1A2,16p12.1,HAST4|MGC142287|MGC142289|P-PST|ST1A2|STP2|TSPST2,"sulfotransferase family, cytosolic, 1A, phenol-preferring, member 2"
211386_at,,,,,,,,,
211387_x_at,8732,211387_x_at,4,11,RNGTT,RNGTT,6q16,CAP1A|DKFZp686J2031|HCE|HCE1|hCAP,RNA guanylyltransferase and 5'-phosphatase
211388_s_at,,,,,,,,,
211389_x_at,,,,,,,,,
211390_at,,,,,,,,,
211391_s_at,23598,211391_s_at,11,11,PATZ1,PATZ1,22q12.2,MAZR|PATZ|RIAZ|ZBTB19|ZNF278|ZSG|dJ400N23,POZ (BTB) and AT hook containing zinc finger 1
211392_s_at,23598,211392_s_at,11,11,PATZ1,PATZ1,22q12.2,MAZR|PATZ|RIAZ|ZBTB19|ZNF278|ZSG|dJ400N23,POZ (BTB) and AT hook containing zinc finger 1
